Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,26,2,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,"builder.Services.AddSingleton<IIndexedDbService, IndexedDbService>();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,23,2,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,"builder.Services.AddSingleton<ILocalStorageService, LocalStorageService>();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,20,2,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,"builder.Services.AddSingleton<IGameService, GameService>();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,18,2,P:Microsoft.Maui.Hosting.MauiAppBuilder.Services,,,,,builder.Services.AddMauiBlazorWebView();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,15,4,T:Microsoft.Maui.Hosting.FontCollectionExtensions,,,,,"fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,15,4,T:Microsoft.Maui.Hosting.IFontCollection,,,,,"fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,15,4,"M:Microsoft.Maui.Hosting.FontCollectionExtensions.AddFont(Microsoft.Maui.Hosting.IFontCollection,System.String,System.String)",,,,,"fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,11,2,T:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions,,,,,"builder  			.UseMauiApp<App>()  			.ConfigureFonts(fonts =>  			{  				fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,11,2,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder  			.UseMauiApp<App>()  			.ConfigureFonts(fonts =>  			{  				fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,11,2,M:Microsoft.Maui.Controls.Hosting.AppHostBuilderExtensions.UseMauiApp``1(Microsoft.Maui.Hosting.MauiAppBuilder),,,,,"builder  			.UseMauiApp<App>()  			.ConfigureFonts(fonts =>  			{  				fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,11,2,T:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions,,,,,"builder  			.UseMauiApp<App>()  			.ConfigureFonts(fonts =>  			{  				fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,11,2,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,"builder  			.UseMauiApp<App>()  			.ConfigureFonts(fonts =>  			{  				fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,11,2,"M:Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.ConfigureFonts(Microsoft.Maui.Hosting.MauiAppBuilder,System.Action{Microsoft.Maui.Hosting.IFontCollection})",,,,,"builder  			.UseMauiApp<App>()  			.ConfigureFonts(fonts =>  			{  				fonts.AddFont(""OpenSans-Regular.ttf"", ""OpenSansRegular"");  			});"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,10,2,T:Microsoft.Maui.Hosting.MauiApp,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,10,2,T:Microsoft.Maui.Hosting.MauiAppBuilder,,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MauiProgram.cs,10,2,M:Microsoft.Maui.Hosting.MauiApp.CreateBuilder(System.Boolean),,,,,var builder = MauiApp.CreateBuilder();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/obj/Debug/net9.0-android/Microsoft.Maui.Controls.SourceGen/Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator/MainPage.xaml.sg.cs,27,3,T:Microsoft.Maui.Controls.NameScopeExtensions,,,,,"blazorWebView = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Microsoft.AspNetCore.Components.WebView.Maui.BlazorWebView>(this, ""blazorWebView"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/obj/Debug/net9.0-android/Microsoft.Maui.Controls.SourceGen/Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator/MainPage.xaml.sg.cs,27,3,"M:Microsoft.Maui.Controls.NameScopeExtensions.FindByName``1(Microsoft.Maui.Controls.Element,System.String)",,,,,"blazorWebView = global::Microsoft.Maui.Controls.NameScopeExtensions.FindByName<global::Microsoft.AspNetCore.Components.WebView.Maui.BlazorWebView>(this, ""blazorWebView"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/obj/Debug/net9.0-android/Microsoft.Maui.Controls.SourceGen/Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator/MainPage.xaml.sg.cs,26,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(MainPage));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MainPage.xaml.cs,4,1,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()  	{  		InitializeComponent();  	}
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MainPage.xaml.cs,4,1,M:Microsoft.Maui.Controls.ContentPage.#ctor,,,,,public MainPage()  	{  		InitializeComponent();  	}
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/MainPage.xaml.cs,2,32,T:Microsoft.Maui.Controls.ContentPage,,,,,ContentPage
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/obj/Debug/net9.0-android/Microsoft.Maui.Controls.SourceGen/Microsoft.Maui.Controls.SourceGen.CodeBehindGenerator/App.xaml.sg.cs,22,3,T:Microsoft.Maui.Controls.Xaml.Extensions,,,,,"global::Microsoft.Maui.Controls.Xaml.Extensions.LoadFromXaml(this, typeof(App));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,9,1,T:Microsoft.Maui.IActivationState,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,9,1,T:Microsoft.Maui.Controls.Window,,,,,protected override Window CreateWindow(IActivationState? activationState)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,11,2,P:Microsoft.Maui.Controls.Window.Title,,,,,"return new Window(new MainPage()) { Title = ""MyScoreBoardMaui"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,11,2,T:Microsoft.Maui.Controls.Window,,,,,"return new Window(new MainPage()) { Title = ""MyScoreBoardMaui"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,11,2,M:Microsoft.Maui.Controls.Window.#ctor(Microsoft.Maui.Controls.Page),,,,,"return new Window(new MainPage()) { Title = ""MyScoreBoardMaui"" };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,4,1,M:Microsoft.Maui.Controls.Application.#ctor,,,,,public App()  	{  		InitializeComponent();  	}
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,4,1,M:Microsoft.Maui.Controls.Application.#ctor,,,,,public App()  	{  		InitializeComponent();  	}
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,MyScoreBoardMaui/MyScoreBoardMaui.csproj,File,MyScoreBoardMaui/App.xaml.cs,2,27,T:Microsoft.Maui.Controls.Application,,,,,Application
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,MyScoreBoardShared/MyScoreBoardShared.csproj,File,MyScoreBoardShared/MyScoreBoardShared.csproj,,,Microsoft.AspNetCore.Components.Web 9.0.6,,,,,"Microsoft.AspNetCore.Components.Web, 9.0.6  Recommendation:  Remove Microsoft.AspNetCore.Components.Web, and replace with new package Microsoft.AspNetCore.Components.Web 10.0.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,MyScoreBoardShared/MyScoreBoardShared.csproj,File,MyScoreBoardShared/MyScoreBoardShared.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
